"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Dec 14 10:55:00 GMT 2022","Wed Dec 14 10:55:04 GMT 2022","4077","","To test the functionality of colorNote application","","To test the functionality of colorNote application","To create a new note","To create a new note",""
"passed","Wed Dec 14 10:54:16 GMT 2022","Wed Dec 14 10:54:27 GMT 2022","11275","","Test case for e2e flow","","Test case for e2e flow","To change the background color of note","To change the background color of note",""
